-0.02;4.781;0.035;-1.168;4.465;0.16;-2.844;5.187;3.838;-3.038;1.107;2.719;1.118;4.445;0.191;3.517;4.852;3.497;2.686;0.96;1.798;-0.006;5.483;-0.563;-0.049;8.44;-0.655;-0.225;9.999;-0.191;-0.134;10.791;0.789;-0.726;9.796;0.124;-2.092;9.507;0.155;-3.994;8.606;1.973;-5.099;8.518;4.094;0.197;9.863;0.251;1.49;9.436;-0.056;3.168;7.453;1.242;2.484;7.707;3.597
-0.024;4.782;0.035;-1.171;4.465;0.16;-2.85;5.188;3.836;-3.042;1.107;2.717;1.115;4.446;0.19;3.513;4.853;3.497;2.683;0.961;1.797;-0.01;5.485;-0.562;-0.064;8.443;-0.64;-0.239;10.0;-0.17;-0.133;10.787;0.812;-0.738;9.796;0.148;-2.103;9.504;0.189;-4.005;8.611;2.013;-5.155;8.501;4.109;0.186;9.863;0.269;1.478;9.438;-0.048;3.162;7.449;1.233;2.488;7.71;3.59
-0.028;4.783;0.035;-1.175;4.465;0.16;-2.857;5.188;3.834;-3.046;1.107;2.715;1.111;4.448;0.189;3.508;4.854;3.497;2.68;0.961;1.797;-0.015;5.487;-0.56;-0.076;8.445;-0.628;-0.25;10.001;-0.153;-0.132;10.785;0.83;-0.747;9.795;0.167;-2.111;9.5;0.215;-4.013;8.612;2.041;-5.194;8.484;4.118;0.177;9.863;0.283;1.468;9.439;-0.041;3.155;7.444;1.225;2.49;7.713;3.584
-0.031;4.784;0.034;-1.178;4.466;0.159;-2.863;5.188;3.832;-3.05;1.108;2.712;1.108;4.449;0.188;3.503;4.854;3.497;2.676;0.962;1.796;-0.019;5.489;-0.56;-0.086;8.447;-0.619;-0.259;10.001;-0.14;-0.131;10.783;0.844;-0.755;9.795;0.181;-2.119;9.497;0.234;-4.019;8.608;2.06;-5.22;8.468;4.126;0.17;9.863;0.295;1.459;9.441;-0.036;3.149;7.44;1.219;2.491;7.715;3.579
-0.035;4.785;0.034;-1.182;4.466;0.158;-2.869;5.189;3.83;-3.053;1.108;2.709;1.104;4.45;0.187;3.498;4.855;3.497;2.671;0.963;1.795;-0.022;5.49;-0.56;-0.095;8.448;-0.612;-0.267;10.002;-0.129;-0.131;10.782;0.855;-0.762;9.795;0.193;-2.125;9.495;0.249;-4.025;8.604;2.075;-5.238;8.453;4.132;0.163;9.863;0.304;1.451;9.441;-0.032;3.142;7.436;1.214;2.49;7.716;3.576
-0.038;4.786;0.033;-1.185;4.467;0.157;-2.875;5.189;3.828;-3.057;1.109;2.706;1.101;4.451;0.186;3.493;4.856;3.497;2.667;0.965;1.794;-0.026;5.492;-0.56;-0.102;8.45;-0.606;-0.274;10.003;-0.121;-0.132;10.78;0.865;-0.768;9.795;0.202;-2.131;9.493;0.261;-4.029;8.6;2.087;-5.251;8.44;4.138;0.157;9.863;0.311;1.444;9.442;-0.028;3.135;7.433;1.211;2.489;7.717;3.574
-0.041;4.787;0.032;-1.188;4.467;0.156;-2.881;5.19;3.825;-3.061;1.11;2.702;1.098;4.452;0.185;3.488;4.857;3.498;2.663;0.966;1.794;-0.029;5.493;-0.56;-0.109;8.451;-0.601;-0.28;10.004;-0.113;-0.132;10.779;0.873;-0.774;9.795;0.21;-2.135;9.492;0.272;-4.031;8.595;2.099;-5.257;8.427;4.147;0.152;9.864;0.317;1.439;9.443;-0.025;3.13;7.431;1.209;2.489;7.715;3.573
-0.045;4.788;0.031;-1.192;4.468;0.154;-2.887;5.19;3.823;-3.066;1.11;2.698;1.094;4.454;0.185;3.482;4.857;3.499;2.658;0.967;1.793;-0.032;5.495;-0.56;-0.114;8.453;-0.596;-0.285;10.005;-0.107;-0.131;10.779;0.88;-0.778;9.796;0.218;-2.139;9.491;0.281;-4.031;8.589;2.111;-5.256;8.415;4.159;0.148;9.864;0.323;1.434;9.445;-0.021;3.126;7.431;1.21;2.487;7.713;3.575
-0.048;4.789;0.03;-1.195;4.47;0.153;-2.894;5.191;3.82;-3.069;1.111;2.693;1.091;4.455;0.184;3.476;4.858;3.501;2.653;0.968;1.791;-0.035;5.496;-0.561;-0.118;8.454;-0.592;-0.288;10.006;-0.101;-0.129;10.778;0.886;-0.781;9.796;0.224;-2.141;9.49;0.289;-4.028;8.581;2.12;-5.247;8.4;4.172;0.145;9.865;0.329;1.432;9.446;-0.017;3.121;7.431;1.216;2.482;7.711;3.581
-0.051;4.79;0.029;-1.199;4.471;0.15;-2.9;5.191;3.816;-3.073;1.112;2.687;1.087;4.455;0.183;3.47;4.858;3.502;2.646;0.97;1.788;-0.038;5.498;-0.562;-0.121;8.456;-0.589;-0.289;10.007;-0.095;-0.123;10.778;0.891;-0.782;9.797;0.229;-2.142;9.487;0.293;-4.023;8.564;2.123;-5.227;8.383;4.183;0.144;9.865;0.334;1.431;9.447;-0.011;3.116;7.433;1.228;2.471;7.711;3.592
-0.055;4.791;0.027;-1.202;4.473;0.147;-2.908;5.191;3.812;-3.076;1.113;2.68;1.084;4.456;0.182;3.464;4.857;3.502;2.64;0.972;1.784;-0.04;5.5;-0.563;-0.12;8.458;-0.586;-0.288;10.008;-0.091;-0.112;10.778;0.895;-0.781;9.799;0.233;-2.14;9.483;0.29;-4.018;8.534;2.109;-5.193;8.361;4.186;0.145;9.866;0.338;1.433;9.448;-0.004;3.11;7.435;1.249;2.456;7.717;3.61
-0.057;4.793;0.025;-1.205;4.476;0.144;-2.915;5.191;3.807;-3.079;1.114;2.673;1.08;4.456;0.181;3.46;4.857;3.502;2.633;0.975;1.78;-0.042;5.501;-0.566;-0.113;8.459;-0.586;-0.28;10.01;-0.091;-0.095;10.779;0.894;-0.775;9.801;0.231;-2.132;9.476;0.272;-4.011;8.483;2.068;-5.129;8.336;4.178;0.151;9.866;0.339;1.44;9.448;0.002;3.102;7.436;1.276;2.438;7.728;3.633
-0.059;4.794;0.022;-1.208;4.479;0.139;-2.921;5.194;3.801;-3.083;1.115;2.67;1.078;4.455;0.18;3.457;4.859;3.501;2.629;0.976;1.779;-0.041;5.502;-0.569;-0.099;8.46;-0.592;-0.264;10.012;-0.1;-0.068;10.781;0.883;-0.761;9.805;0.219;-2.116;9.467;0.233;-3.994;8.408;1.99;-5.004;8.312;4.157;0.164;9.867;0.333;1.454;9.445;0.004;3.095;7.435;1.305;2.42;7.746;3.657
-0.06;4.795;0.018;-1.21;4.484;0.135;-2.926;5.198;3.795;-3.089;1.117;2.672;1.075;4.453;0.179;3.456;4.861;3.498;2.628;0.976;1.782;-0.039;5.501;-0.574;-0.075;8.46;-0.609;-0.237;10.014;-0.123;-0.032;10.785;0.857;-0.738;9.811;0.193;-2.089;9.458;0.171;-3.952;8.307;1.886;-4.771;8.288;4.135;0.186;9.869;0.315;1.476;9.44;-0.006;3.089;7.429;1.331;2.405;7.767;3.676
-0.06;4.797;0.014;-1.212;4.491;0.13;-2.928;5.203;3.791;-3.095;1.12;2.676;1.074;4.451;0.178;3.457;4.865;3.495;2.626;0.977;1.787;-0.035;5.5;-0.581;-0.043;8.459;-0.634;-0.201;10.016;-0.158;0.008;10.79;0.818;-0.707;9.817;0.153;-2.052;9.45;0.093;-3.88;8.191;1.77;-4.423;8.258;4.1;0.217;9.871;0.285;1.506;9.433;-0.026;3.085;7.42;1.349;2.395;7.784;3.689
-0.059;4.798;0.01;-1.212;4.497;0.127;-2.926;5.209;3.788;-3.1;1.124;2.682;1.073;4.448;0.177;3.457;4.869;3.492;2.627;0.977;1.793;-0.031;5.498;-0.589;-0.009;8.456;-0.665;-0.162;10.017;-0.199;0.049;10.796;0.773;-0.671;9.823;0.109;-2.012;9.445;0.018;-3.777;8.077;1.678;-3.984;8.213;4.058;0.251;9.872;0.248;1.539;9.425;-0.053;3.083;7.413;1.362;2.386;7.793;3.696
-0.059;4.799;0.006;-1.212;4.503;0.124;-2.922;5.213;3.788;-3.103;1.127;2.688;1.073;4.446;0.174;3.456;4.873;3.489;2.627;0.977;1.797;-0.028;5.496;-0.597;0.021;8.453;-0.695;-0.127;10.018;-0.239;0.084;10.802;0.729;-0.638;9.828;0.069;-1.976;9.443;-0.032;-3.644;7.978;1.644;-3.494;8.148;4.027;0.285;9.873;0.211;1.572;9.42;-0.083;3.082;7.41;1.372;2.37;7.787;3.702
-0.058;4.8;0.001;-1.213;4.509;0.122;-2.915;5.216;3.79;-3.104;1.129;2.693;1.072;4.445;0.17;3.453;4.876;3.486;2.628;0.978;1.799;-0.026;5.495;-0.605;0.043;8.451;-0.721;-0.099;10.018;-0.272;0.111;10.808;0.691;-0.61;9.831;0.037;-1.949;9.445;-0.052;-3.497;7.902;1.668;-3.018;8.069;4.007;0.313;9.874;0.178;1.601;9.417;-0.109;3.081;7.413;1.382;2.345;7.771;3.708
-0.059;4.802;-0.003;-1.214;4.513;0.122;-2.908;5.218;3.794;-3.103;1.131;2.697;1.07;4.444;0.164;3.45;4.878;3.481;2.627;0.979;1.795;-0.027;5.494;-0.612;0.056;8.449;-0.742;-0.079;10.018;-0.297;0.129;10.813;0.663;-0.589;9.833;0.016;-1.93;9.448;-0.047;-3.348;7.848;1.732;-2.596;7.986;4.0;0.334;9.874;0.151;1.623;9.417;-0.132;3.08;7.421;1.392;2.314;7.748;3.713
-0.062;4.803;-0.007;-1.217;4.516;0.121;-2.9;5.218;3.799;-3.099;1.133;2.697;1.068;4.444;0.157;3.447;4.879;3.475;2.625;0.981;1.786;-0.03;5.494;-0.617;0.06;8.448;-0.757;-0.07;10.018;-0.313;0.14;10.816;0.643;-0.577;9.834;0.004;-1.92;9.452;-0.027;-3.217;7.814;1.809;-2.267;7.911;4.003;0.348;9.875;0.131;1.637;9.419;-0.151;3.077;7.429;1.397;2.286;7.724;3.714
-0.065;4.804;-0.011;-1.22;4.519;0.122;-2.891;5.217;3.806;-3.093;1.134;2.696;1.065;4.444;0.15;3.446;4.879;3.465;2.622;0.983;1.772;-0.035;5.494;-0.622;0.059;8.448;-0.767;-0.066;10.018;-0.325;0.146;10.82;0.629;-0.571;9.836;-0.003;-1.914;9.456;-0.004;-3.113;7.793;1.877;-2.027;7.854;4.009;0.355;9.876;0.116;1.645;9.422;-0.167;3.075;7.436;1.395;2.267;7.704;3.71
-0.069;4.805;-0.015;-1.223;4.521;0.122;-2.882;5.216;3.813;-3.086;1.135;2.695;1.061;4.444;0.142;3.449;4.879;3.453;2.618;0.986;1.755;-0.041;5.495;-0.627;0.056;8.449;-0.776;-0.065;10.019;-0.333;0.149;10.822;0.618;-0.568;9.837;-0.008;-1.912;9.458;0.013;-3.044;7.78;1.921;-1.876;7.819;4.009;0.359;9.877;0.105;1.648;9.425;-0.182;3.075;7.441;1.387;2.262;7.69;3.701
